시도교육청코드,시도교육청명,행정표준코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일자
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210127,339.00,찹쌀밥(면대체/자율)-<br/>육개장칼국수-5.6.13.15.16.<br/>야채찐빵-1.2.5.6.<br/>단무지무침(자율)-13.<br/>김치(자율)-<br/>딸기(하우스)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우,767.6 Kcal,탄수화물(g) : 128.9<br/>단백질(g) : 27.1<br/>지방(g) : 15.9<br/>비타민A(R.E) : 114.5<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 88.5<br/>칼슘(mg) : 170.1<br/>철분(mg) : 3.9,20210203040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210128,341.00,닭갈비덮밥-5.6.13.15.<br/>시금치유부된장국-5.6.<br/>봄동달래겉절이(자율)-5.6.13.<br/>감자튀김/치즈볼(2)-1.2.5.6.<br/>김치(자율)-<br/>귤(한라봉)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산,907.5 Kcal,탄수화물(g) : 134.7<br/>단백질(g) : 52.2<br/>지방(g) : 22.7<br/>비타민A(R.E) : 434.9<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 60.7<br/>칼슘(mg) : 307.5<br/>철분(mg) : 5.5,20210204040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210131,785.00,친환경농산물꾸러미,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산,962.0 Kcal,탄수화물(g) : 125.8<br/>단백질(g) : 125.8<br/>지방(g) : 22.2<br/>비타민A(R.E) : 66057.6<br/>티아민(mg) : 2.2<br/>리보플라빈(mg) : 8.1<br/>비타민C(mg) : 740.0<br/>칼슘(mg) : 5846.0<br/>철분(mg) : 88.8,20210207040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210302,585.00,차조밥-<br/>콩나물두부된장국-5.6.<br/>돼지갈비떡찜-5.6.10.13.<br/>한치채소/초고추장-5.6.13.<br/>건새우애호박볶음(자율)-5.9.13.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>오징어 : 한치:국내산<br/>두부 : 제주산,865.4 Kcal,탄수화물(g) : 111.6<br/>단백질(g) : 53.1<br/>지방(g) : 23.8<br/>비타민A(R.E) : 243.4<br/>티아민(mg) : 1.2<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 10.0<br/>칼슘(mg) : 203.0<br/>철분(mg) : 4.8,20210309040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210303,585.00,김치볶음밥(눈꽃치즈)-2.5.6.9.10.<br/>크로크무슈-1.2.5.6.10.13.<br/>배추된장국-5.6.<br/>오이배초무침(자율)-13.<br/>김치(자율)-<br/>친환경사과주스-13.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산,900.9 Kcal,탄수화물(g) : 129.8<br/>단백질(g) : 40.2<br/>지방(g) : 27.4<br/>비타민A(R.E) : 514.0<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 72.6<br/>칼슘(mg) : 685.9<br/>철분(mg) : 4.5,20210310040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210304,585.00,발아현미밥-<br/>꽃게된장국-5.6.8.<br/>달걀찜-1.2.<br/>미역줄기볶음(자율)-5.6.<br/>치즈불닭(조랭이떡)-2.5.6.13.15.<br/>김치(자율)-<br/>귤(비가림)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산<br/>꽃게 : 국내산,882.0 Kcal,탄수화물(g) : 120.1<br/>단백질(g) : 52.9<br/>지방(g) : 23.7<br/>비타민A(R.E) : 219.6<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 30.4<br/>칼슘(mg) : 459.0<br/>철분(mg) : 5.0,20210311040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210305,585.00,멸치고추주먹밥-5.13.<br/>잔치국수-1.3.5.6.9.13.<br/>봄동달래겉절이(자율)-5.6.13.<br/>김치(자율)-<br/>딸기-<br/>롱치즈스틱-1.2.5.6.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산,894.0 Kcal,탄수화물(g) : 160.1<br/>단백질(g) : 35.2<br/>지방(g) : 14.6<br/>비타민A(R.E) : 382.3<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 95.9<br/>칼슘(mg) : 313.6<br/>철분(mg) : 4.9,20210312040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210308,596.00,검정쌀밥-<br/>근대된장국-5.6.<br/>연두부양념장(소포장)-5.6.13.<br/>애느타리깨소스무침(자율)-5.6.13.<br/>배추쌈(자율)-5.6.13.<br/>숯불맛돼지불고기-5.6.10.13.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>두부 : 국내산,869.8 Kcal,탄수화물(g) : 106.3<br/>단백질(g) : 57.3<br/>지방(g) : 23.7<br/>비타민A(R.E) : 324.8<br/>티아민(mg) : 1.3<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 13.6<br/>칼슘(mg) : 309.9<br/>철분(mg) : 6.3,20210315040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210309,596.00,발아현미밥-<br/>김치콩나물국-5.<br/>무말랭이깻잎순무침(자율)-13.<br/>도토리묵무침-5.6.13.<br/>깐풍기-1.5.6.12.13.15.<br/>김치(자율)-<br/>바나나(1/2개)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산,872.7 Kcal,탄수화물(g) : 143.4<br/>단백질(g) : 46.5<br/>지방(g) : 18.8<br/>비타민A(R.E) : 148.8<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 13.7<br/>칼슘(mg) : 261.6<br/>철분(mg) : 9.7,20210316040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210310,596.00,비빔밥/달걀후라이-1.5.6.10.13.<br/>무생채(자율)-13.<br/>김치(자율)-<br/>메이플피칸파이-1.2.5.6.13.<br/>숭늉(자율)-<br/>감귤주스-13.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,888.1 Kcal,탄수화물(g) : 154.1<br/>단백질(g) : 26.3<br/>지방(g) : 22.4<br/>비타민A(R.E) : 386.0<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 63.8<br/>칼슘(mg) : 126.7<br/>철분(mg) : 3.9,20210317040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210311,596.00,보리밥-<br/>감자탕-5.6.10.13.<br/>청경채무침(자율)-<br/>달걀말이-1.5.<br/>고등어살카레구이-5.6.7.12.13.16.18.2.<br/>자반김-5.6.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>고등어 : 국내산,912.5 Kcal,탄수화물(g) : 95.6<br/>단백질(g) : 57.9<br/>지방(g) : 35.4<br/>비타민A(R.E) : 378.6<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 1.0<br/>비타민C(mg) : 17.2<br/>칼슘(mg) : 253.0<br/>철분(mg) : 6.9,20210318040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210312,596.00,찹쌀밥(면대체/자율)-<br/>고기짬뽕-5.6.9.10.17.18.<br/>양파고추장아찌(자율)-5.6.13.<br/>사과치커리유자청무침(자율)-13.<br/>고구마맛탕-5.13.<br/>김치(자율)-<br/>메론-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,894.8 Kcal,탄수화물(g) : 135.5<br/>단백질(g) : 42.0<br/>지방(g) : 28.1<br/>비타민A(R.E) : 265.9<br/>티아민(mg) : 1.2<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 30.0<br/>칼슘(mg) : 272.7<br/>철분(mg) : 14.7,20210319040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210315,585.00,검정쌀밥-<br/>황태해장국-1.5.6.13.<br/>매운닭찜-1.5.6.8.10.13.15.16.18.<br/>쑥갓나물(자율)-5.6.<br/>알감자버터구이-2.13.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산<br/>명태 수산가공품 : 황태:러시아산,893.9 Kcal,탄수화물(g) : 103.8<br/>단백질(g) : 51.3<br/>지방(g) : 33.4<br/>비타민A(R.E) : 375.7<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 12.7<br/>칼슘(mg) : 163.3<br/>철분(mg) : 4.6,20210322040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210316,585.00,차조현미밥-<br/>팽이두부된장국-5.6.<br/>돼지양념구이-5.6.10.13.<br/>브로콜리/다시마/초고추장(자율)-5.6.13.<br/>멸치편마늘볶음-5.6.13.16.<br/>김치(자율)-<br/>한라봉(친환경)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>두부 : 제주산,876.2 Kcal,탄수화물(g) : 104.4<br/>단백질(g) : 54.2<br/>지방(g) : 29.6<br/>비타민A(R.E) : 102.8<br/>티아민(mg) : 1.2<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 56.1<br/>칼슘(mg) : 202.6<br/>철분(mg) : 4.9,20210323040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210317,585.00,카레라이스-2.5.6.10.12.13.16.18.<br/>불고기퀘사디아-2.5.6.10.12.13.16.<br/>냉이된장찌개(자율)-5.6.13.<br/>쌈채소겉절이(자율)-4.5.6.13.<br/>김치(자율)-<br/>요구르트(130ml)-2.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>두부 : 제주산,893.2 Kcal,탄수화물(g) : 157.1<br/>단백질(g) : 41.0<br/>지방(g) : 16.2<br/>비타민A(R.E) : 353.7<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 20.6<br/>칼슘(mg) : 502.4<br/>철분(mg) : 6.3,20210324040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210318,585.00,보리밥-<br/>쇠고기미역국-5.6.16.<br/>오이치커리무침(자율)-13.<br/>유부잡채-5.6.13.<br/>코다리살강정-5.6.12.13.<br/>김치(자율)-<br/>모듬견과-2.5.6.13.14.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우<br/>명태 수산가공품 : 코다리살:러시아산,865.7 Kcal,탄수화물(g) : 135.8<br/>단백질(g) : 46.1<br/>지방(g) : 16.5<br/>비타민A(R.E) : 146.4<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 9.3<br/>칼슘(mg) : 186.7<br/>철분(mg) : 4.3,20210325040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210319,585.00,찹쌀밥-<br/>미니우동-1.5.6.9.13.18.<br/>오이지무침(자율)-13.<br/>돈육커틀렛/브라운소스-1.2.5.6.10.12.13.16.<br/>김치(자율)-<br/>천혜향(친환경)-<br/>콘샐러드-1.5.11.13.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,903.9 Kcal,탄수화물(g) : 150.0<br/>단백질(g) : 34.5<br/>지방(g) : 17.3<br/>비타민A(R.E) : 121.6<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 67.0<br/>칼슘(mg) : 156.6<br/>철분(mg) : 3.4,20210326040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210322,596.00,수수밥-<br/>건새우아욱국-5.6.9.<br/>돼지고기수육-5.6.10.13.18.<br/>가지나물(자율)-5.6.<br/>골뱅이무침-5.6.13.<br/>김치(자율)-<br/>쌈(상추깻잎)(자율)-5.6.13.18.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,779.7 Kcal,탄수화물(g) : 84.0<br/>단백질(g) : 65.6<br/>지방(g) : 22.6<br/>비타민A(R.E) : 312.3<br/>티아민(mg) : 1.5<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 21.6<br/>칼슘(mg) : 231.7<br/>철분(mg) : 5.3,20210329040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210323,596.00,발아현미밥-<br/>우럭매운탕-5.6.13.<br/>생톳무침(자율)-5.6.<br/>순살파닭-1.2.5.6.13.15.<br/>고구마그라탕(휘핑)-2.5.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산<br/>조피볼락 : 우럭:미국산,880.2 Kcal,탄수화물(g) : 127.6<br/>단백질(g) : 40.9<br/>지방(g) : 27.2<br/>비타민A(R.E) : 149.8<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 16.0<br/>칼슘(mg) : 344.4<br/>철분(mg) : 4.7,20210330040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210324,596.00,찹쌀밥(면대체/자율)-<br/>스파게티(돈육/눈꽃치즈)-1.2.5.6.10.12.13.15.16.<br/>수제마늘빵-2.5.6.13.<br/>참치김치찌개(자율)-5.9.16.18.<br/>양상추샐러드(감말랭이/한라봉소1.2.5.6.12.13.<br/>김치(자율)-<br/>방울토마토-12.<br/>수제오이피클(자율)-13.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>두부 : 제주산,933.0 Kcal,탄수화물(g) : 156.3<br/>단백질(g) : 27.6<br/>지방(g) : 23.2<br/>비타민A(R.E) : 278.7<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 35.4<br/>칼슘(mg) : 212.9<br/>철분(mg) : 4.7,20210331040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210325,596.00,기장보리밥-<br/>얼큰순두부찌개-5.18.<br/>연근조림(자율)-5.6.13.<br/>실곤약무침-5.13.<br/>탕수육-1.5.6.10.12.13.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>두부 : 제주산,761.5 Kcal,탄수화물(g) : 127.7<br/>단백질(g) : 39.1<br/>지방(g) : 14.5<br/>비타민A(R.E) : 180.7<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 14.7<br/>칼슘(mg) : 247.0<br/>철분(mg) : 5.1,20210401040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210326,596.00,쇠고기콩나물밥/달래양념장-5.6.13.16.<br/>시금치유부된장국-5.6.<br/>참나물사과무침(자율)-13.<br/>뱅글핫도그-1.2.5.6.10.12.13.15.16.<br/>김치(자율)-<br/>귤(비가림)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우<br/>돼지고기 식육가공품 : 국내산,751.5 Kcal,탄수화물(g) : 83.8<br/>단백질(g) : 37.3<br/>지방(g) : 30.0<br/>비타민A(R.E) : 351.4<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 47.3<br/>칼슘(mg) : 322.8<br/>철분(mg) : 6.1,20210402040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210329,585.00,수수밥-<br/>동태찌개-5.6.<br/>감자조림-5.6.13.<br/>비트무피클(자율)-13.<br/>풋마늘느타리무침(자율)-5.6.13.<br/>순살치킨(맛초킹소스)-1.5.6.13.15.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산<br/>명태 : 동태:수입산,843.5 Kcal,탄수화물(g) : 139.1<br/>단백질(g) : 38.0<br/>지방(g) : 18.9<br/>비타민A(R.E) : 133.0<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 18.6<br/>칼슘(mg) : 216.2<br/>철분(mg) : 4.8,20210405040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210330,585.00,발아현미밥-<br/>설렁탕(소면)-5.6.16.<br/>꽁치김치조림-5.6.9.13.<br/>비빔만두-1.5.6.10.13.15.16.<br/>구운채소무침(자율)-<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우<br/>돼지고기 식육가공품 : 국내산,863.7 Kcal,탄수화물(g) : 125.8<br/>단백질(g) : 32.3<br/>지방(g) : 26.2<br/>비타민A(R.E) : 203.8<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 12.4<br/>칼슘(mg) : 126.3<br/>철분(mg) : 5.6,20210406040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210331,585.00,차슈덮밥-1.5.6.10.13.18.<br/>근대된장국-5.6.<br/>생미역초무침(자율)-5.6.13.<br/>새우튀김-1.5.6.9.<br/>김치(자율)-<br/>천혜향(친환경)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,868.0 Kcal,탄수화물(g) : 124.6<br/>단백질(g) : 50.5<br/>지방(g) : 20.2<br/>비타민A(R.E) : 439.2<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.9<br/>비타민C(mg) : 66.8<br/>칼슘(mg) : 339.4<br/>철분(mg) : 7.2,20210407040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210401,585.00,기장밥-<br/>대구살뭇국-13.<br/>돼지갈비구이-5.6.10.13.<br/>쫄면무침-5.6.13.<br/>두릅/초고추장(자율)-5.6.13.<br/>미니새송이조림(자율)-5.6.13.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,993.4 Kcal,탄수화물(g) : 111.7<br/>단백질(g) : 61.3<br/>지방(g) : 35.7<br/>비타민A(R.E) : 342.8<br/>티아민(mg) : 1.6<br/>리보플라빈(mg) : 1.1<br/>비타민C(mg) : 14.9<br/>칼슘(mg) : 283.4<br/>철분(mg) : 7.2,20210408040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210405,596.00,검정쌀밥-<br/>어묵뭇국-2.5.6.16.<br/>삼색나물(숙당미)(자율)-<br/>과일요구르트샐러드(사바딸)-1.5.<br/>닭갈비-5.6.15.<br/>김치(자율)-<br/>쌈(오이/파프리카)(자율)-5.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산,786.8 Kcal,탄수화물(g) : 123.2<br/>단백질(g) : 52.3<br/>지방(g) : 13.2<br/>비타민A(R.E) : 232.9<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 43.5<br/>칼슘(mg) : 209.9<br/>철분(mg) : 4.2,20210412040008
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210406,596.00,발아현미밥-<br/>보말된장찌개-5.<br/>돌나물오이생채(자율)-5.6.13.<br/>돈육김치볶음/검정깨두부-5.10.<br/>김치(자율)-<br/>웨지감자-2.5.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산<br/>두부 : 국내산,791.4 Kcal,탄수화물(g) : 101.4<br/>단백질(g) : 53.0<br/>지방(g) : 24.3<br/>비타민A(R.E) : 190.5<br/>티아민(mg) : 1.0<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 17.9<br/>칼슘(mg) : 370.7<br/>철분(mg) : 7.0,20210413040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210407,596.00,찹쌀밥(면대체/자율)-<br/>육개장칼국수-2.5.6.16.<br/>새우군만두-5.6.8.9.10.17.18.<br/>청경채사과겉절이(자율)-5.6.13.<br/>무말랭이양파장아찌(자율)-5.6.<br/>김치(자율)-<br/>키위-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우<br/>돼지고기 식육가공품 : 국내산,776.3 Kcal,탄수화물(g) : 121.9<br/>단백질(g) : 26.5<br/>지방(g) : 20.5<br/>비타민A(R.E) : 114.4<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 74.8<br/>칼슘(mg) : 133.0<br/>철분(mg) : 3.5,20210414040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210408,596.00,수수밥-<br/>쇠고기미역국(조랭이떡)-5.6.16.<br/>고등어살무조림-5.6.7.<br/>애느타리깨소스무침(자율)-5.6.<br/>눈꽃텐더샐러드-1.2.5.6.12.13.15.16.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우<br/>닭고기 : 제주산<br/>고등어 : 국내산,991.6 Kcal,탄수화물(g) : 126.9<br/>단백질(g) : 56.8<br/>지방(g) : 32.5<br/>비타민A(R.E) : 207.4<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 1.3<br/>비타민C(mg) : 10.6<br/>칼슘(mg) : 177.2<br/>철분(mg) : 5.3,20210415040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210409,596.00,참치마요덮밥-1.5.16.<br/>김치콩나물국-5.<br/>큰멸치고추장조림(자율)-5.6.<br/>김치(자율)-<br/>부추겉절이(자율)-5.6.<br/>수제깨찰빵-1.2.5.6.<br/>마시는감귤젤-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산,976.6 Kcal,탄수화물(g) : 132.1<br/>단백질(g) : 30.2<br/>지방(g) : 30.5<br/>비타민A(R.E) : 350.0<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 14.1<br/>칼슘(mg) : 327.3<br/>철분(mg) : 5.4,20210416040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210412,585.00,수수밥-<br/>감자고추장찌개-5.<br/>삼치살엿장조림-5.6.<br/>크림소스미트볼-2.5.6.10.15.16.18.<br/>시금치무침(자율)-<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산,773.9 Kcal,탄수화물(g) : 116.7<br/>단백질(g) : 40.9<br/>지방(g) : 17.6<br/>비타민A(R.E) : 172.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 19.5<br/>칼슘(mg) : 200.1<br/>철분(mg) : 4.2,20210419040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210413,585.00,보리밥-<br/>꽃게된장국-5.8.<br/>알감자조림-5.6.<br/>오징어포도라지무침(자율)-17.<br/>닭다리살오븐구이-1.5.6.15.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산<br/>오징어 : 국내산<br/>꽃게 : 국내산,826.5 Kcal,탄수화물(g) : 119.3<br/>단백질(g) : 53.2<br/>지방(g) : 19.0<br/>비타민A(R.E) : 111.2<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 16.1<br/>칼슘(mg) : 207.7<br/>철분(mg) : 4.9,20210420040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210414,585.00,찹쌀밥(면대체/자율)-<br/>돈코츠라멘-1.5.6.10.15.16.18.<br/>참나물사과무침(자율)-<br/>타코야끼-1.5.6.16.<br/>김치(자율)-<br/>참외-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 제주산,984.3 Kcal,탄수화물(g) : 138.3<br/>단백질(g) : 35.0<br/>지방(g) : 31.3<br/>비타민A(R.E) : 116.7<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 1.1<br/>비타민C(mg) : 17.1<br/>칼슘(mg) : 350.1<br/>철분(mg) : 4.7,20210421040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210415,585.00,발아현미밥-<br/>콩나물맑은국-5.<br/>멸치꽈리고추볶음-5.<br/>브로콜리참깨소스무침(자율)-5.6.<br/>고구마피자함박-1.2.5.6.10.12.16.<br/>김치(자율)-<br/>양상추망고샐러드(자율)-12.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 제주산한우<br/>돼지고기 : 제주산,834.6 Kcal,탄수화물(g) : 103.2<br/>단백질(g) : 49.6<br/>지방(g) : 23.5<br/>비타민A(R.E) : 281.4<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 29.5<br/>칼슘(mg) : 591.7<br/>철분(mg) : 6.1,20210422040010
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210416,585.00,베이컨김치볶음밥/달걀후라이-1.2.5.6.9.10.<br/>무채들깨국-<br/>건톳무침(자율)-5.6.13.<br/>감자튀김/치즈볼(2)-2.5.6.15.16.<br/>김치(자율)-<br/>바나나-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산,816.1 Kcal,탄수화물(g) : 117.7<br/>단백질(g) : 30.8<br/>지방(g) : 28.4<br/>비타민A(R.E) : 503.0<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 51.2<br/>칼슘(mg) : 355.0<br/>철분(mg) : 6.8,20210423040009
T10,제주특별자치도교육청,9290088,제주중앙고등학교,2,중식,20210419,596.00,검정쌀밥-<br/>닭배춧국-3.15.<br/>베이컨프리타타-1.2.5.10.12.<br/>해파리냉채(자율)-<br/>오징어떡볶음-5.6.17.<br/>김치(자율)-,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 제주산<br/>돼지고기 식육가공품 : 국내산<br/>오징어 : 국내산,855.8 Kcal,탄수화물(g) : 114.1<br/>단백질(g) : 49.7<br/>지방(g) : 23.5<br/>비타민A(R.E) : 338.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 27.3<br/>칼슘(mg) : 165.3<br/>철분(mg) : 4.3,20210426040007
